gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueCSPerMin,blueGoldPerMin
4521227315,1,14,0,0,3,5,3,0,0,0,0,16026,7.0,18490,233,57,23.3,1602.6
4424144387,0,19,5,1,4,5,4,0,0,0,0,14850,6.8,17145,198,53,19.8,1485.0
4517806218,0,16,2,1,9,8,7,1,0,1,0,17347,7.0,18573,202,62,20.2,1734.7
4479974478,1,36,0,1,5,4,6,0,0,0,0,15887,6.8,17591,200,32,20.0,1588.7
4423018162,0,18,2,1,8,2,11,0,0,0,0,17399,7.0,19449,232,44,23.2,1739.9
4518401885,0,13,3,1,2,7,1,1,1,0,0,13828,6.6,16629,204,38,20.4,1382.8
4525208730,1,15,3,1,6,4,4,1,1,0,0,16645,7.2,19110,242,52,24.2,1664.5
4512774492,1,50,4,1,6,4,8,2,1,1,0,16248,6.8,17200,200,52,20.0,1624.8
4522772001,0,14,2,0,4,6,1,0,0,0,0,15310,7.0,18337,221,52,22.1,1531.0
4464439713,1,17,2,1,8,4,7,1,0,1,0,16784,6.6,17242,212,40,21.2,1678.4
4479823004,1,18,1,0,13,9,18,1,1,0,0,19032,7.4,18951,232,44,23.2,1903.2
4507330276,0,17,5,0,7,6,12,0,0,0,0,17518,7.2,18342,242,46,24.2,1751.8
4447392049,0,43,6,1,11,4,12,1,0,1,0,18976,7.4,20326,256,43,25.6,1897.6
4521089901,0,12,1,0,6,6,10,1,1,0,0,16143,6.6,16617,204,56,20.4,1614.3
4427944005,0,20,2,0,7,8,6,1,0,1,0,15868,7.0,17111,199,51,19.9,1586.8
4509784380,1,18,3,0,9,8,7,1,1,0,0,17977,7.0,18162,235,41,23.5,1797.7
4524411421,1,16,0,0,10,10,14,1,1,0,0,18138,7.0,18159,208,55,20.8,1813.8
4519898107,1,14,2,0,7,2,12,2,1,1,0,18025,7.2,19864,261,68,26.1,1802.5
4517633575,0,12,6,0,1,6,0,0,0,0,0,14625,6.8,17769,241,56,24.1,1462.5
4521948875,1,16,4,0,5,8,7,1,1,0,0,15752,6.6,17113,201,48,20.1,1575.2
4509102299,1,15,0,0,10,4,12,0,0,0,0,18480,7.4,19565,232,64,23.2,1848.0
4525041896,0,13,3,0,3,10,2,1,1,0,0,14995,6.6,16206,210,53,21.0,1499.5
4515706467,0,83,13,1,7,11,3,0,0,0,0,15655,6.4,15827,194,25,19.4,1565.5
4476006621,0,17,4,1,3,5,2,0,0,0,0,15562,7.2,18590,236,73,23.6,1556.2
4499940691,1,16,3,1,9,2,5,0,0,0,0,17139,7.2,19137,223,51,22.3,1713.9
4426644547,1,14,4,1,7,7,6,0,0,0,1,19229,7.2,18820,257,62,25.7,1922.9
4525072812,0,14,2,0,7,7,10,1,1,0,0,16972,7.2,19060,209,48,20.9,1697.2
4524217548,0,17,1,0,5,10,6,0,0,0,0,16249,7.0,18383,213,59,21.3,1624.9
4499622849,1,16,6,1,5,4,9,0,0,0,0,16415,6.8,17645,247,37,24.7,1641.5
4499844894,1,40,1,0,6,8,10,1,0,1,0,18012,7.2,19837,250,70,25.0,1801.2
4460534353,1,16,0,0,11,6,11,2,1,1,0,19294,7.4,20668,242,52,24.2,1929.4
4495269641,0,16,1,0,5,8,4,1,0,1,0,15383,6.8,17243,227,28,22.7,1538.3
4524995677,0,16,4,1,6,8,2,1,1,0,0,15777,6.6,17401,224,53,22.4,1577.7
4464596479,0,14,3,0,4,6,4,0,0,0,0,14805,6.6,17323,209,43,20.9,1480.5
4452452649,0,13,5,0,6,7,2,0,0,0,0,15244,6.6,16787,199,52,19.9,1524.4
4420481816,0,18,4,0,8,3,7,1,0,1,0,17574,7.2,19195,252,44,25.2,1757.4
4412895789,0,24,0,0,8,11,9,0,0,0,0,16655,7.0,17831,222,44,22.2,1665.5
4525114135,0,12,5,0,6,4,8,1,1,0,0,16855,7.0,18370,248,44,24.8,1685.5
4496624699,1,17,3,0,6,14,4,0,0,0,0,15786,6.6,16995,200,46,20.0,1578.6
4522663961,0,19,3,0,3,5,1,0,0,0,0,15143,7.2,19080,233,59,23.3,1514.3
4522251387,1,12,3,1,9,5,9,0,0,0,0,17309,7.0,18904,221,36,22.1,1730.9
4472377536,1,14,3,0,6,4,6,1,1,0,0,16416,7.4,19684,211,60,21.1,1641.6
4466226469,1,19,2,1,2,7,2,1,1,0,0,15222,7.0,17812,231,64,23.1,1522.2
4473936532,0,16,2,0,5,10,3,2,1,1,0,15526,6.8,17629,232,44,23.2,1552.6
4524445302,1,18,1,0,12,9,10,0,0,0,0,17597,6.4,15938,143,48,14.3,1759.7
4459740551,0,17,1,1,9,17,17,0,0,0,0,16834,6.2,14815,187,29,18.7,1683.4
4463542711,1,32,2,1,12,6,12,1,1,0,0,19058,7.2,19575,202,47,20.2,1905.8
4508629003,0,16,2,1,7,9,5,2,1,1,0,16806,7.0,18034,228,48,22.8,1680.6
4475094281,1,19,5,1,7,10,7,0,0,0,0,16643,6.8,17554,227,44,22.7,1664.3
4513430767,1,14,1,1,6,4,12,1,1,0,0,16189,6.8,17737,224,39,22.4,1618.9
4508634893,0,12,2,0,2,6,1,0,0,0,0,14095,6.8,17286,196,60,19.6,1409.5
4522792360,0,30,6,1,5,5,7,1,0,1,0,16804,6.8,17544,217,67,21.7,1680.4
4507927084,0,18,5,0,8,8,8,1,1,0,0,17305,7.0,18192,229,43,22.9,1730.5
4522505411,0,14,16,0,3,9,2,0,0,0,0,14539,6.4,16806,213,40,21.3,1453.9
4454104215,1,14,2,0,9,8,10,1,1,0,0,17530,7.0,18299,192,43,19.2,1753.0
4516166112,1,13,6,1,10,7,10,0,0,0,0,18431,7.2,19562,207,44,20.7,1843.1
4454239214,0,16,4,0,3,10,2,0,0,0,0,14032,6.8,16550,193,40,19.3,1403.2
4517801069,1,38,3,1,9,7,11,1,1,0,0,17869,7.0,17810,205,40,20.5,1786.9
4518738712,1,40,1,0,7,14,6,1,1,0,0,15974,6.2,16174,183,37,18.3,1597.4
4497571086,1,18,5,0,5,3,6,1,1,0,0,16108,7.2,18920,240,61,24.0,1610.8
4477243448,0,40,3,0,6,7,6,0,0,0,0,16302,6.8,17297,212,52,21.2,1630.2
4386507847,1,18,5,0,7,5,6,0,0,0,0,16750,6.8,17603,215,52,21.5,1675.0
4474136526,1,17,5,0,7,1,8,0,0,0,0,16506,7.2,18669,226,36,22.6,1650.6
4523618632,1,15,5,1,6,3,11,1,1,0,0,16389,7.0,17937,241,36,24.1,1638.9
4507859079,1,18,2,1,4,4,4,0,0,0,0,15760,7.0,18295,215,48,21.5,1576.0
4524740998,1,43,6,1,4,7,4,1,1,0,0,15176,6.4,16820,226,33,22.6,1517.6
4512162103,0,13,5,0,5,7,4,0,0,0,0,15196,6.4,16908,191,48,19.1,1519.6
4465066223,1,13,1,0,6,9,2,1,1,0,0,16250,7.0,17537,228,55,22.8,1625.0
4523411488,1,20,1,1,9,7,15,1,1,0,0,16541,6.6,16779,199,37,19.9,1654.1
4524017392,1,15,1,1,12,4,9,1,0,1,0,18657,7.2,19205,227,37,22.7,1865.7
4513054107,1,17,1,0,5,5,6,0,0,0,0,16873,7.2,19105,223,64,22.3,1687.3
4478629184,0,28,4,0,3,4,3,1,1,0,0,14383,6.4,15898,211,55,21.1,1438.3
4395598976,0,12,3,1,4,9,5,0,0,0,0,14420,6.4,15196,192,32,19.2,1442.0
4524952056,0,87,1,0,4,15,4,0,0,0,0,14720,6.2,15031,183,30,18.3,1472.0
4453994009,1,15,3,1,7,6,7,0,0,0,0,17406,7.2,19761,251,64,25.1,1740.6
4462358723,0,15,4,1,5,7,2,0,0,0,0,15210,6.4,15974,172,40,17.2,1521.0
4512811324,1,23,3,0,10,5,16,0,0,0,0,17272,6.4,15840,192,40,19.2,1727.2
4438263187,1,18,1,1,12,4,15,0,0,0,0,19358,7.2,19257,206,60,20.6,1935.8
4483907436,1,16,3,0,4,11,5,1,0,1,1,16855,6.6,16360,232,40,23.2,1685.5
4521937261,0,16,2,0,3,8,4,2,1,1,0,15209,6.6,16256,191,60,19.1,1520.9
4515587675,1,17,3,1,13,9,22,0,0,0,0,19542,7.0,17935,207,31,20.7,1954.2
4517493567,0,15,5,1,4,3,4,0,0,0,0,15267,6.6,17321,232,53,23.2,1526.7
4469549199,0,15,2,1,3,1,3,1,1,0,0,15243,6.6,17194,224,56,22.4,1524.3
4500100836,0,21,2,0,8,8,3,0,0,0,0,16214,6.8,17234,203,48,20.3,1621.4
4451727242,0,70,2,0,8,6,12,2,1,1,0,15976,7.0,18227,178,56,17.8,1597.6
4462194525,0,18,1,0,6,7,10,1,0,1,0,16557,6.8,17632,230,47,23.0,1655.7
4481415061,0,10,1,0,6,14,3,0,0,0,0,16142,6.8,16953,198,59,19.8,1614.2
4519169394,0,15,4,1,7,11,9,0,0,0,0,17984,7.2,18708,230,56,23.0,1798.4
4449504375,1,15,9,0,13,5,10,2,1,1,0,20038,7.8,21588,222,71,22.2,2003.8
4468503240,1,91,3,0,10,5,13,0,0,0,1,19571,7.2,18463,213,50,21.3,1957.1
4495708706,0,18,2,1,3,10,4,0,0,0,0,14557,6.4,15128,200,48,20.0,1455.7
4505357300,1,16,4,0,6,6,5,0,0,0,0,16029,7.0,18567,205,56,20.5,1602.9
4523723534,1,18,11,1,7,6,8,0,0,0,1,18053,6.6,16741,207,46,20.7,1805.3
4479157446,1,16,2,1,9,5,9,1,1,0,0,18098,7.0,18905,225,60,22.5,1809.8
4518376722,1,13,1,1,8,3,9,2,1,1,0,18343,7.2,19519,235,59,23.5,1834.3
4521259209,1,13,2,0,5,6,4,1,1,0,0,15596,7.0,17998,198,44,19.8,1559.6
4471123041,0,54,3,0,4,2,6,1,1,0,0,15812,7.0,17882,229,53,22.9,1581.2
4524913184,1,17,2,1,6,6,10,0,0,0,0,15947,6.4,16477,221,44,22.1,1594.7
4514301047,0,35,1,0,5,9,5,0,0,0,0,14997,6.6,16532,196,40,19.6,1499.7
4512184541,0,10,1,1,7,7,5,0,0,0,0,16463,6.8,17576,215,42,21.5,1646.3
4517823800,0,19,5,1,6,7,7,0,0,0,0,16072,6.6,17054,225,46,22.5,1607.2
4518835789,1,22,6,1,7,3,6,1,1,0,0,19140,7.4,19579,253,64,25.3,1914.0
4510355472,0,19,2,1,4,6,1,0,0,0,0,14547,6.4,15883,188,53,18.8,1454.7
4512067346,1,14,5,0,5,4,7,1,0,1,0,15644,6.8,17717,188,63,18.8,1564.4
4514106633,0,15,2,1,5,5,5,0,0,0,0,15734,7.0,17911,213,47,21.3,1573.4
4522399054,1,38,2,1,5,5,6,1,1,0,0,16794,6.8,17320,229,39,22.9,1679.4
4519443312,0,16,3,0,6,11,8,1,1,0,0,15930,6.8,17257,200,43,20.0,1593.0
4523035934,1,17,4,0,6,6,6,0,0,0,0,16936,7.2,18646,240,56,24.0,1693.6
4429486916,1,18,2,1,9,5,9,0,0,0,0,17941,7.2,19379,230,51,23.0,1794.1
4482052361,0,19,6,0,2,8,4,0,0,0,0,13698,6.2,15671,222,33,22.2,1369.8
4522798631,1,14,3,1,5,4,3,1,1,0,0,15943,7.4,19262,238,64,23.8,1594.3
4477176627,1,17,0,0,4,8,6,1,0,1,0,15891,7.0,18304,222,68,22.2,1589.1
4475170098,0,12,4,0,5,6,5,1,0,1,0,16216,7.0,19002,211,71,21.1,1621.6
4432091797,0,86,4,1,3,5,3,0,0,0,0,14754,6.6,17158,186,62,18.6,1475.4
4495710198,1,16,1,1,8,2,5,1,1,0,0,16909,7.2,18318,229,40,22.9,1690.9
4520931258,1,15,6,0,10,2,11,0,0,0,0,18858,7.2,19691,218,70,21.8,1885.8
4424048842,0,22,7,1,6,7,7,0,0,0,0,15952,6.8,17112,180,45,18.0,1595.2
4512915759,0,16,4,0,1,5,2,0,0,0,0,13286,6.2,15085,187,48,18.7,1328.6
4476065129,0,17,7,0,6,6,9,0,0,0,0,16812,7.2,18466,269,40,26.9,1681.2
4494781192,1,16,3,0,9,7,13,2,1,1,0,17906,6.8,18001,178,60,17.8,1790.6
4525224702,0,15,3,1,4,3,2,1,0,1,0,16408,7.2,19181,263,53,26.3,1640.8
4475925954,0,14,1,1,4,12,5,0,0,0,0,15056,6.4,16369,198,46,19.8,1505.6
4516121686,0,25,1,1,6,6,11,1,1,0,0,17831,6.8,18269,240,43,24.0,1783.1
4420667626,0,11,1,0,1,5,1,0,0,0,0,13738,6.6,16678,223,34,22.3,1373.8
4489494110,1,25,5,1,14,3,15,0,0,0,0,20317,7.4,20330,212,54,21.2,2031.7
4523340688,0,15,0,0,0,5,0,0,0,0,0,14091,6.4,16184,233,60,23.3,1409.1
4496344135,0,17,4,0,6,11,4,1,1,0,0,16036,6.6,16916,191,39,19.1,1603.6
4524697287,1,17,4,1,6,6,5,1,0,1,0,17052,6.6,17392,210,54,21.0,1705.2
4523386766,0,14,4,0,4,7,6,0,0,0,0,16354,7.0,18778,268,52,26.8,1635.4
4518474732,1,18,1,1,10,5,8,1,1,0,0,18297,7.2,19476,242,48,24.2,1829.7
4486453937,0,17,5,0,6,8,5,0,0,0,0,15748,6.6,16524,222,36,22.2,1574.8
4496397328,1,42,4,1,8,5,10,1,1,0,0,17886,7.4,20099,229,59,22.9,1788.6
4520768462,0,17,7,0,11,8,15,0,0,0,0,17069,6.6,16703,174,38,17.4,1706.9
4518654959,1,15,2,0,4,4,4,1,0,1,0,16631,7.2,19310,252,57,25.2,1663.1
4519058321,0,12,3,0,1,5,3,1,1,0,0,14766,7.0,18364,231,65,23.1,1476.6
4512960247,0,14,2,0,8,7,3,0,0,0,0,17113,7.2,19396,234,49,23.4,1711.3
4445314635,0,13,2,0,5,14,6,1,1,0,0,15120,6.6,16713,167,48,16.7,1512.0
4477030195,0,13,3,0,4,6,6,0,0,0,0,15339,6.6,16302,221,43,22.1,1533.9
4497887298,0,68,0,0,1,14,1,1,1,0,0,13438,5.8,14164,174,53,17.4,1343.8
4459403995,1,20,1,0,4,9,3,0,0,0,0,15582,6.8,17281,212,56,21.2,1558.2
4489079383,1,16,3,0,5,5,7,1,1,0,0,15441,6.6,17550,201,52,20.1,1544.1
4516695912,0,12,2,1,4,2,2,1,0,1,0,16002,7.2,18467,245,61,24.5,1600.2
4490435808,0,13,5,1,5,5,8,1,0,1,0,16009,6.8,18033,220,40,22.0,1600.9
4524895124,1,16,3,0,12,9,15,0,0,0,0,18106,6.6,16668,186,48,18.6,1810.6
4519469738,1,35,3,1,6,2,9,1,1,0,0,16501,6.6,18428,221,44,22.1,1650.1
4523527200,0,14,2,0,3,8,3,0,0,0,0,15505,6.8,17721,227,61,22.7,1550.5
4453080532,1,35,2,0,5,5,3,0,0,0,0,16195,7.0,19145,244,60,24.4,1619.5
4523303530,1,18,3,1,14,5,12,1,1,0,0,20294,6.8,18459,230,48,23.0,2029.4
4495003373,0,22,4,0,5,7,3,1,0,1,0,15475,7.0,18145,198,59,19.8,1547.5
4524303571,0,124,3,1,5,4,6,1,0,1,0,16243,7.0,18154,225,51,22.5,1624.3
4490487724,1,18,1,1,3,7,2,0,0,0,0,15065,6.6,17137,231,50,23.1,1506.5
4515381064,1,22,5,0,1,2,3,0,0,0,0,14359,6.8,17258,228,55,22.8,1435.9
4512271556,1,13,3,1,11,4,8,2,1,1,1,19377,7.4,20008,233,44,23.3,1937.7
4452824789,0,34,3,0,2,7,2,0,0,0,0,14135,6.8,17185,220,37,22.0,1413.5
4481234929,1,24,1,1,8,4,8,0,0,0,0,17448,6.8,18315,242,48,24.2,1744.8
4500668824,0,50,12,1,6,3,9,1,1,0,0,15958,6.6,17693,213,48,21.3,1595.8
4521663948,0,16,3,0,10,5,13,1,1,0,0,18287,7.2,18402,213,52,21.3,1828.7
4525067275,0,13,2,0,2,5,2,1,0,1,0,15534,7.0,17975,252,51,25.2,1553.4
4496503390,0,33,1,0,2,5,2,0,0,0,0,14935,7.0,17703,230,56,23.0,1493.5
4519912865,1,13,3,0,12,4,11,0,0,0,0,19331,7.2,19387,255,50,25.5,1933.1
4447426572,1,17,3,0,8,6,7,1,1,0,0,17131,7.4,19719,240,43,24.0,1713.1
4493407357,1,78,4,1,9,3,10,0,0,0,0,17983,7.0,18340,230,52,23.0,1798.3
4459426947,0,16,2,0,5,6,5,1,1,0,0,16842,7.0,18443,221,58,22.1,1684.2
4519988685,0,22,2,1,9,6,13,0,0,0,0,17569,6.8,17101,212,40,21.2,1756.9
4519844846,0,15,5,0,5,5,3,1,0,1,0,15882,6.8,16956,241,48,24.1,1588.2
4525070748,0,19,2,1,9,3,8,0,0,0,0,17049,6.8,17241,202,41,20.2,1704.9
4465204267,0,40,4,0,1,7,1,0,0,0,0,13556,6.8,16451,200,48,20.0,1355.6
4517684472,0,13,1,0,1,3,1,0,0,0,0,14692,7.0,18342,227,47,22.7,1469.2
4517646191,1,15,2,0,8,7,10,1,1,0,0,17000,6.6,16417,204,49,20.4,1700.0
4459901632,1,31,2,1,6,4,7,0,0,0,0,17200,7.2,18984,235,59,23.5,1720.0
4495413031,0,44,2,0,5,7,2,1,1,0,0,15409,7.2,18408,217,64,21.7,1540.9
4519612989,0,27,2,0,10,12,13,1,1,0,0,17283,6.4,16235,184,36,18.4,1728.3
4406716520,0,16,0,0,5,9,5,0,0,0,0,15477,6.4,15965,173,47,17.3,1547.7
4525184804,1,54,4,0,6,1,8,2,1,1,0,16763,7.0,18897,224,51,22.4,1676.3
4524569254,1,13,3,0,9,5,4,2,1,1,0,18434,7.4,20263,223,70,22.3,1843.4
4431143877,0,17,3,0,1,6,2,0,0,0,0,13731,6.6,16666,218,44,21.8,1373.1
4446797537,1,14,2,0,5,6,6,1,1,0,0,17251,7.4,19984,233,76,23.3,1725.1
4524403652,1,12,2,1,7,6,5,1,1,0,0,17051,7.0,18864,246,44,24.6,1705.1
4524260824,0,14,1,1,7,7,6,0,0,0,0,16346,7.0,18557,209,44,20.9,1634.6
4440119391,1,24,3,1,14,4,14,0,0,0,0,21095,7.6,21242,249,67,24.9,2109.5
4518199999,1,14,1,1,6,4,3,1,1,0,0,16434,7.0,18641,228,47,22.8,1643.4
4520967143,0,36,2,1,4,11,2,1,1,0,0,15834,6.8,18362,197,56,19.7,1583.4
4498216490,1,40,7,0,8,9,9,1,0,1,0,16968,7.0,18900,214,45,21.4,1696.8
4493677959,0,19,2,1,5,7,7,0,0,0,0,15949,6.8,17005,209,51,20.9,1594.9
4523093613,1,17,3,0,5,7,3,1,1,0,0,16056,6.8,17578,234,56,23.4,1605.6
4437257190,1,27,5,1,10,6,8,1,0,1,0,18392,6.8,18818,222,52,22.2,1839.2
4521897707,1,17,4,1,6,2,9,0,0,0,0,16415,7.2,18271,230,43,23.0,1641.5
4467164835,1,18,5,0,14,4,21,1,1,0,0,19948,7.4,20064,220,56,22.0,1994.8
4521542696,1,13,0,1,9,4,6,0,0,0,0,18189,7.0,19191,220,54,22.0,1818.9
4495464440,1,15,2,0,3,8,4,0,0,0,0,14398,6.6,15990,194,42,19.4,1439.8
4452038425,1,22,2,1,6,0,8,1,1,0,0,17359,7.4,20592,265,59,26.5,1735.9
4515821204,0,19,2,0,4,7,3,0,0,0,0,15817,6.8,17535,210,55,21.0,1581.7
4502922066,0,12,0,0,3,5,3,1,0,1,0,15861,7.0,19121,270,52,27.0,1586.1
4384241438,1,16,1,0,7,3,7,1,1,0,0,16355,7.0,18991,238,43,23.8,1635.5
4466040137,1,57,3,0,11,9,13,0,0,0,0,18333,7.0,18622,225,56,22.5,1833.3
4476661914,0,10,0,1,2,11,3,0,0,0,0,14562,6.8,16952,196,68,19.6,1456.2
4458282675,1,18,4,0,11,6,13,2,1,1,0,19677,7.6,20488,236,57,23.6,1967.7
4507871318,1,18,5,0,11,7,14,0,0,0,0,18793,7.0,18395,217,37,21.7,1879.3
4431970864,0,22,3,0,4,12,0,1,1,0,0,14276,6.8,16422,190,51,19.0,1427.6
4516600859,0,18,1,1,4,1,4,1,0,1,1,16808,6.8,17831,227,46,22.7,1680.8
4499806829,0,15,2,0,3,9,3,0,0,0,0,15002,6.6,16448,217,41,21.7,1500.2
4472532304,0,16,3,0,4,9,5,1,0,1,0,14354,6.4,15677,173,49,17.3,1435.4
4444232401,1,11,3,0,5,6,6,1,1,0,0,15926,7.2,19262,223,63,22.3,1592.6
4521519484,0,18,3,0,3,5,5,0,0,0,0,14742,6.6,16162,241,38,24.1,1474.2
4515353277,1,18,3,1,6,10,8,0,0,0,0,16481,6.8,17069,201,48,20.1,1648.1
